feature,d,p_raw,ci_excl0,p_FDR,gate
dwtdb4_A6_V1_mad,1.994826858240536,6.531555844037083e-10,True,6.752873025529248e-09,True
swtdb4_A6_V1_mad,1.9259405561229812,1.147121156937199e-09,True,1.0892209239684522e-08,True
swtsym4_D6_V1_mad,1.8521218943632318,1.6537858754346938e-05,True,6.39532034055271e-05,True
dwtdb4_D6_V1_mad,1.8115385577367031,2.8270632418382645e-05,True,0.00010636559745983967,True
dwtdb4_D6_I_p95,1.806785780168797,2.1939775278833812e-11,True,3.5645011524442984e-10,True
swtcoif3_D6_V1_energy,1.7988857799564302,1.5476905948052922e-08,True,1.0936663266046881e-07,True
swtsym4_A6_V1_mad,1.7955860933019736,1.1075878847859885e-08,True,8.162547533827814e-08,True
swtdb4_D6_I_qrsonwe,1.7912639856817465,2.2360275336924023e-10,True,2.6221103185290007e-09,True
swtcoif3_A6_V1_mad,1.7909544237529882,6.604808118278026e-09,True,5.1320589788607524e-08,True
swtdb4_D6_I_qrswe,1.7836223467460863,1.9005849838518109e-10,True,2.2644112521891575e-09,True
swtcoif3_D6_V1_mad,1.7710096316168462,1.516799013562209e-05,True,5.8792116683697076e-05,True
dwtdb4_D6_V1_std,1.7605040973726804,2.1370708251698027e-08,True,1.451004397442292e-07,True
swtdb4_D6_V1_mad,1.7512673358956377,1.745715706016171e-05,True,6.724835560357906e-05,True
swtsym4_D6_V1_std,1.738829090236899,1.553950356146949e-08,True,1.0936663266046881e-07,True
swtdb4_D6_V1_std,1.7388290902368084,1.553950356146949e-08,True,1.0936663266046881e-07,True
swtcoif3_D6_V1_std,1.722831340026301,1.5476905948052922e-08,True,1.0936663266046881e-07,True
dwtdb4_D6_V1_p95,1.7219874432126774,6.639649852852938e-09,True,5.135209870738192e-08,True
swtdb4_D6_V1_p95,1.7190322062542607,2.4965165462483237e-09,True,2.1840155240256312e-08,True
swtdb4_D6_I_p95,1.7184484064404637,5.31388444242478e-11,True,7.427563617288714e-10,True
swtdb4_D6_V1_energy,1.7040173722163634,1.553950356146949e-08,True,1.0936663266046881e-07,True
swtsym4_D6_V1_energy,1.704017372215417,1.553950356146949e-08,True,1.0936663266046881e-07,True
wptdb4_b1_I_energy,1.6905224748866161,6.573984493646453e-11,True,8.748994256969908e-10,True
dwtdb4_D6_I_energy,1.6905224748866161,6.573984493646453e-11,True,8.748994256969908e-10,True
swtdb4_D6_I_qrspolsigned,-1.686007916119069,1.397974552582743e-07,True,8.172271800378558e-07,True
swtsym4_D6_V1_p95,1.6814454949750903,5.7972035197324846e-09,True,4.568378962636434e-08,True
dwtdb4_D6_V3_energy,1.6735790237597172,1.1343376491305545e-08,True,8.315544669492774e-08,True
wptdb4_b1_V3_energy,1.6735790237597172,1.1343376491305545e-08,True,8.315544669492774e-08,True
dwtdb4_D6_AVL_p95,1.6669740566889861,3.677526205906489e-18,True,1.840234113435607e-15,True
swtsym4_D6_V3_energy,1.6660484692553013,4.655765282275267e-08,True,2.923142970201435e-07,True
swtdb4_D6_V3_energy,1.6660484692552258,4.655765282275267e-08,True,2.923142970201435e-07,True
swtcoif3_D6_V1_p95,1.6572677823786184,1.4578607300683327e-08,True,1.0406754769275232e-07,True
swtcoif3_D6_I_energy,1.6550494093501702,3.360017152290365e-10,True,3.655114310882823e-09,True
swtcoif3_D6_V3_energy,1.6356901057653748,2.821810981874451e-08,True,1.862841972730838e-07,True
swtsym4_D6_I_p95,1.6242440318546185,2.5949839534937035e-10,True,2.931218894646161e-09,True
swtdb4_D6_I_energy,1.623797720133869,2.56028626260189e-10,True,2.905141146952349e-09,True
swtsym4_D6_I_energy,1.6237977201336482,2.56028626260189e-10,True,2.905141146952349e-09,True
dwtdb4_D6_V1_energy,1.5852233255553503,1.9790957212849372e-08,True,1.3547735963488134e-07,True
wptdb4_b1_V1_energy,1.5852233255553503,1.9790957212849372e-08,True,1.3547735963488134e-07,True
swtsym4_D6_AVL_p95,1.5804925407990147,9.986387217570262e-18,True,2.679123238499038e-15,True
dwtdb4_D6_I_std,1.5803481138372795,6.904926989787144e-11,True,9.092698593919702e-10,True
swtdb4_D6_AVL_p95,1.5621120368661257,3.056750564599171e-18,True,1.840234113435607e-15,True
dwtdb4_D6_AVL_std,1.5562512302678315,2.296873439711978e-17,True,3.7703493016344365e-15,True
swtcoif3_D6_I_p95,1.5550831727208911,5.697742311151873e-10,True,6.002421584211363e-09,True
swtsym4_D6_I_std,1.545292854089388,2.56028626260189e-10,True,2.905141146952349e-09,True
swtdb4_D6_I_std,1.5452928540892858,2.56028626260189e-10,True,2.905141146952349e-09,True
swtcoif3_D6_I_p99,1.541948963318117,1.6433499570222455e-09,True,1.4951496699889665e-08,True
swtcoif3_D6_I_std,1.5309434412204115,3.360017152290365e-10,True,3.655114310882823e-09,True
dwtdb4_D6_I_p99,1.5241327940522147,8.071938556940501e-11,True,1.0464243662935303e-09,True
swtsym4_D6_I_p99,1.5173717785009198,2.3671402340318096e-09,True,2.089095190669343e-08,True
swtsym4_D6_AVL_std,1.5152422652870847,3.5998830895266354e-17,True,3.88461407076503e-15,True
swtdb4_D6_AVL_std,1.515242265287007,3.5998830895266354e-17,True,3.88461407076503e-15,True
swtcoif3_A6_V1_std,1.5091053123073643,9.602952808588686e-10,True,9.422191343956429e-09,True
swtcoif3_D6_AVL_p95,1.5037009573827276,2.6218297041739292e-17,True,3.88461407076503e-15,True
swtsym4_A6_V1_std,1.502075661993377,9.773684090935156e-10,True,9.496604891463985e-09,True
swtdb4_A6_V1_std,1.5020756619931819,9.773684090935156e-10,True,9.496604891463985e-09,True
dwtdb4_A6_V1_std,1.4986827844985173,8.131432834371695e-10,True,8.253486795780114e-09,True
swtcoif3_D6_AVL_std,1.4985436153804235,3.996634776014375e-17,True,3.999832083835187e-15,True
swtdb4_A6_V3_mad,1.485415344988004,3.118698214696063e-06,True,1.3713502518751406e-05,True
dwtdb4_A6_V3_mad,1.4784877538651031,1.2579455156681697e-05,True,4.937066165022369e-05,True
swtdb4_D6_I_p99,1.4732379834354987,9.982838632047376e-10,True,9.588123707248573e-09,True
swtdb4_A6_V1_p95,1.4653925994767167,4.483706274234678e-10,True,4.804382483141398e-09,True
swtsym4_A6_V3_mad,1.4641062208674953,2.918240588483286e-07,True,1.6082462450187627e-06,True
dwtdb4_D6_V3_std,1.4604021159732674,1.2828151153082907e-08,True,9.289734930539345e-08,True
swtcoif3_D6_AVL_p99,1.4584335468788603,3.5220646458072913e-17,True,3.88461407076503e-15,True
swtsym4_D6_AVL_p99,1.4576430850506965,5.066869183139857e-17,True,4.636677057462072e-15,True
swtsym4_A6_V1_p95,1.4456004449699196,2.984290612681494e-10,True,3.325922099300266e-09,True
swtcoif3_A6_V1_p95,1.4412127965843295,2.6749900299409763e-10,True,3.0147860607713165e-09,True
dwtdb4_D6_V3_p95,1.4362972586702485,1.2305335015759873e-09,True,1.1618093663936302e-08,True
swtcoif3_A6_V3_mad,1.4312113552637347,4.605472668319678e-07,True,2.4157007580997555e-06,True
swtdb4_D6_AVR_qrspolsigned,1.4260315950456561,4.3078365395528565e-09,True,3.5165438897100315e-08,True
wptdb4_b1_I_maxabs,1.4229200141016085,2.395047637518955e-10,True,2.7807003197551855e-09,True
dwtdb4_D6_I_maxabs,1.4229200141016085,2.395047637518955e-10,True,2.7807003197551855e-09,True
swtsym4_cohD5D4_V4,1.4144543633018771,1.500356642132463e-17,True,3.1282435988461855e-15,True
swtdb4_D6_V3_std,1.4131282295030503,4.655765282275267e-08,True,2.923142970201435e-07,True
swtsym4_D6_V3_std,1.4131282295030363,4.655765282275267e-08,True,2.923142970201435e-07,True
swtdb4_D6_V3_mad,1.4097786281298896,0.0027692466921479574,True,0.007324159855976944,True
swtsym4_D5_V1_mad,1.4094274753477476,0.03533246473062316,True,0.06860832499497023,False
dwtdb4_D6_V3_relenergy,1.4090204360070535,3.516386272845838e-17,True,3.88461407076503e-15,True
