feature,d,p_raw,ci_excl0,p_FDR,gate
med_V3_on0_slope,3.430651221767792,3.4109470622495455e-21,True,8.420166462238878e-19,True
med_V3_PR_slope,3.120257544596444,1.0965513592244332e-18,True,1.1474054094108297e-16,True
med_V2_on0_slope,2.6566825647908363,2.1317359640217688e-19,True,2.9081366414444345e-17,True
med_V2_PR_slope,2.5988272518969198,9.14724157054635e-17,True,5.5138721281060785e-15,True
med_V3_vel13,2.5665286295613012,2.8607304787356974e-17,True,2.031510520789843e-15,True
med_V3_amp15,2.419199097063374,5.436779208405714e-20,True,9.718711522888008e-18,True
med_V3_PR_max,2.416520033515102,2.235668470488905e-19,True,2.971719320772945e-17,True
ext_V6_vel13,2.3314827068209847,8.587134225475571e-14,True,3.2025686204939108e-12,True
ext_V6_on0_slope,2.3201504499161363,3.5180332177640316e-12,False,9.352556000455764e-11,False
ext_V6_acc5,2.2974337350029037,0.04027742227290722,False,0.08810048821213123,False
ext_V6_vel14,2.275072432275303,5.027634777203687e-16,True,2.6595161923493788e-14,True
ext_V6_vel4,2.2499284258612366,0.9039829812958015,False,0.93712713546619,False
ext_V6_vel18,-2.234791810212382,0.008926882055066176,False,0.02444635846458693,False
ext_V6_amp14,2.234691192387973,2.97478844033129e-17,True,2.0839599019834334e-15,True
ext_V6_PR_min,-2.231380425701288,2.853947554775905e-05,False,0.00013839910312402518,False
ext_V6_acc22,-2.2238599651529913,0.6793251159542888,False,0.7714351520300319,False
ext_V6_amp12,-2.2175862574599097,2.0091918613168986e-05,False,0.00010092684698708143,False
ext_V6_acc19,2.196066581150957,0.7457739577382407,False,0.8199559272354274,False
ext_V6_amp19,-2.1874052807893616,0.012279836687669656,False,0.03210220544068558,False
med_V3_on1_signed,2.18280943115737,1.0101355761553165e-18,True,1.114158048253013e-16,True
ext_V6_acc12,-2.181621231033371,0.37474955251371944,False,0.5065714941932521,False
ext_V6_vel33,2.172187230661682,0.7305644866377174,False,0.8087502442443433,False
med_V3_vel14,2.1717591507252876,8.602783724445918e-11,True,1.7086908363037408e-09,True
ext_V6_amp15,2.156025110963062,2.3152671508639806e-14,False,9.525670563554663e-13,False
ext_V6_bodyQRS_min,-2.1442408308505807,0.042464114160989885,False,0.09210327504926889,False
ext_V6_amp18,-2.132315421558347,0.0015048249947676603,False,0.005003856813903496,False
ext_V6_acc8,2.123420533085665,0.0016759556135277369,False,0.005519792821173944,False
ext_V6_on0_area,2.1225589191689767,0.39917212942170377,False,0.5311366321668666,False
ext_V6_vel8,-2.1199143666518134,0.10537364575658659,False,0.194605265266172,False
ext_V6_PR_slope,2.107589102895434,1.011829643134314e-09,False,1.5292492332385665e-08,False
ext_V6_PR_max,2.1055733730345567,2.484048369047715e-17,False,1.788514825714355e-15,False
ext_V6_bodyQRS_area,-2.0964550820768912,0.015311603547148004,False,0.038890422728277925,False
med_V3_vel12,2.0956773776548965,2.980903485278291e-08,True,2.7998757057091946e-07,True
med_V1_on0_slur,2.0942332003562676,4.160671351901073e-22,True,1.6591477144811665e-19,True
ext_V6_bodyQRS_rms,2.0859369122489717,0.01625424110171399,False,0.040844394508621096,False
ext_V6_acc11,2.050393723483075,0.002339335975459161,False,0.007408135428699017,False
ext_V6_vel20,2.0470302205352744,0.5224533901675887,False,0.6451639768053311,False
ext_V6_vel11,-2.0464890805918885,0.8855771968000867,False,0.9246389100124168,False
ext_V6_vel12,-2.041414178849718,6.230745238923417e-05,False,0.0002835836990217647,False
med_V2_on0_slur,2.00322523729589,8.57742272244587e-24,True,1.1575191428328721e-20,True
ext_V6_amp4,1.976810532244607,0.2195748084118,False,0.34233858851331467,False
ext_V6_vel3,1.9738037075577874,0.6001666111423833,False,0.7092007549947835,False
ext_V6_PR_rms,1.9696504648710844,0.9187327690769178,False,0.9478031193820382,False
med_V4_on0_slur,1.9652851339748463,1.3626385267954343e-24,True,4.148918866869052e-21,True
med_V3_on0_slur,1.921479450508223,1.68569646912394e-23,True,1.7477300991877013e-20,True
ext_V6_vel2,1.91680507978197,0.9526607079447177,False,0.9694921692158258,False
ext_V6_amp13,-1.9101935526989584,2.756524536221939e-09,False,3.537084949449142e-08,False
ext_V6_vel19,1.9031093093391442,0.0007978556269681553,False,0.0028194162032739722,False
med_V2_vel13,1.884834763449908,9.78622321140214e-13,True,2.9667708261934904e-11,True
ext_V6_vel43,-1.8803834999958329,0.18713256680140544,False,0.3040957627105685,False
ext_V6_amp11,-1.862130310339623,0.00017210672987276877,False,0.0007195171674680914,False
med_AVR_on0_slur,1.8410415329701355,3.9203683450771563e-23,True,2.258132166764442e-20,True
ext_V6_amp5,1.8235019244026511,0.19253375593757704,False,0.3105460456690726,False
ext_V6_T_max,1.7668462010210517,0.028632059668392995,False,0.06590967909456008,False
med_V2_PR_max,1.7402357407796976,1.5653525256754797e-20,True,3.245914997240675e-18,True
ext_V6_acc3,-1.7344179386392304,0.0912652940650451,False,0.1727974011808597,False
med_AVF_on0_slur,1.72070085068695,1.264820647811861e-21,True,4.361908591778387e-19,True
ext_V6_acc7,1.7204736675355252,1.3837906300598782e-07,False,1.1070325040479026e-06,False
ext_V4_on0_slur,1.7188885583277067,1.4597196668375297e-21,True,4.361908591778387e-19,True
med_II_on0_slur,1.7047505651728894,1.5551249589528405e-22,True,7.328879806555932e-20,True
ext_V6_on1_area,1.6907143040027053,0.9540267505283629,False,0.970310903421431,False
ext_V1_on0_slur,1.6890088610719747,4.965602497789074e-21,True,1.1192036238495027e-18,True
med_I_on0_slur,1.6800772775558384,2.701530816768925e-23,True,2.0006765363043014e-20,True
med_III_on0_slur,1.6773617683420925,1.2001598457918872e-16,True,6.990593978185554e-15,True
med_V2_vel12,1.6721656616215888,6.695621261052017e-08,True,5.804364651721347e-07,True
med_V2_on1_signed,1.6670679803429604,7.193750506025079e-17,True,4.387341485086354e-15,True
med_V4_PR_max,1.665179189863304,1.1835159800153562e-16,True,6.971985045908645e-15,True
med_V4_on0_slope,1.654569860469816,1.1524612078005227e-18,True,1.1714429218113548e-16,True
ext_V6_vel7,-1.6522464999720639,0.09930473839385835,False,0.18511174535554176,False
med_V4_PR_slope,1.6503160611661962,5.136816611039307e-18,True,4.438209551937961e-16,True
med_V3_amp14,1.6466449380725794,1.572091619376439e-19,True,2.32849227281356e-17,True
ext_V6_ST_slope,1.6388091494594301,0.09015289001574324,False,0.17119142192000475,False
ext_V6_acc6,-1.6091211515187693,0.8382445731751202,True,0.8884604104150119,False
ext_V6_vel31,1.5974369685765961,0.8871817403181578,False,0.9251961661253932,False
ext_V3_on0_slur,1.595612829961541,3.851633789292267e-23,True,2.258132166764442e-20,True
med_V2_vel14,1.591858211467583,3.276963999455896e-12,True,8.940937564831245e-11,True
ext_V2_on0_slur,1.5902116136637554,2.35548571907247e-23,True,2.0006765363043014e-20,True
ext_V6_vel32,1.584569535073175,0.8774160204885888,False,0.9187518355056431,False
ext_V6_acc26,1.5789796206052165,0.46401108084824827,False,0.5939112034924107,False
ext_V6_on1_slope,1.5748212419738221,4.5401456197988476e-08,False,4.093237372702126e-07,False
med_AVL_on0_slur,1.5639554205842259,8.265247168733488e-19,True,9.521564738380978e-17,True
med_V2_amp15,1.5620273536722344,1.825606315921065e-18,True,1.720716934860873e-16,True
med_V2_on2_signed,1.5499097736928449,1.1252638278580494e-12,True,3.3744063220045744e-11,True
ext_V6_vel38,-1.5447134583089106,0.8688005778645121,False,0.9131918482663486,False
ext_V6_vel41,-1.5139318745984367,0.6194976697846957,False,0.7253091403322623,False
ext_V6_vel37,1.4799112945543322,0.5280968005174669,True,0.6494334864297403,False
ext_V6_ST_max,1.4412778358462037,0.04142441120746412,False,0.09022863348718235,False
ext_V6_acc23,1.4221940170051093,0.5228137753985973,False,0.6454552540286564,False
ext_V6_vel30,1.410298474249032,0.9825808171715178,False,0.9881084299160326,False
med_V3_on2_signed,1.4007625017292553,1.7353813742916644e-12,True,4.9159655979934366e-11,True
ext_V6_amp28,-1.395620858989978,0.3576627705391999,False,0.4907686083841219,False
med_V4_amp14,1.393023127563197,1.3227139487473998e-17,True,1.0549152477394647e-15,True
med_V4_vel13,1.3922002718408697,4.318518638314981e-19,True,5.592045702665807e-17,True
med_AVF_on1_slur,1.3795283094182136,4.1628210893796716e-16,True,2.271585739720444e-14,True
ext_V6_amp6,1.3745166461388667,0.06425296043182123,False,0.12960597154807832,False
ext_V6_vel36,1.3616753187295587,0.5076530326609521,True,0.6326137791621095,False
ext_V6_T_slope,-1.3482067661281414,0.49259321320822813,False,0.6199570811535456,False
med_V3_vel11,1.3396536026020684,6.462794083186646e-05,True,0.000292603707661481,True
ext_V6_amp3,1.3355899380370484,0.09424764294790744,False,0.17760079281786703,False
ext_V6_onQRS_min,1.3256921535093502,4.584096802886713e-16,False,2.4498925593984245e-14,False
ext_AVR_on0_slur,1.3240004064991555,5.2089626740302505e-17,True,3.3951420359021755e-15,True
med_V6_vel13,1.3236349568051582,7.768383263489572e-16,True,3.987257310686133e-14,True
med_V6_on0_slur,1.3075922939395863,8.931474867537593e-24,True,1.1575191428328721e-20,True
ext_V6_amp38,1.2468031723033024,0.15494672701371826,False,0.26353144122018224,False
ext_V6_amp20,-1.2447206712996939,0.24456590642232168,False,0.3716885543516023,False
ext_II_on0_slur,1.2326742491174791,1.3994959275442476e-16,True,7.896326851191751e-15,True
ext_AVF_on0_slur,1.227208172941358,4.2609380238927705e-16,True,2.300906532902096e-14,True
ext_V6_amp37,1.2176969225101164,0.22490187937227857,False,0.3485474865966792,False
ext_V6_vel40,-1.2135684189403464,0.9568643428852802,False,0.9722431896349065,False
med_V2_amp14,1.2002583272076888,1.3737400108511958e-15,True,6.847565592550576e-14,True
ext_V6_vel1,1.1999754958558033,0.8371932033160063,False,0.8877090542013043,False
med_III_on1_slur,1.1975202193256524,2.5982978132576264e-15,True,1.2357409049474802e-13,True
ext_V6_on1_signed,1.187893249152907,3.2370921476818845e-10,False,5.50199530937144e-09,False
med_V5_on0_slur,1.1859378265000058,1.600663143082196e-24,True,4.148918866869052e-21,True
med_V4_amp15,1.1749195567148973,1.364744644111312e-17,True,1.071944884101976e-15,True
ext_V6_on2_area,1.172646484609445,0.021213642498575207,False,0.05110200869545254,False
ext_V6_on2_signed,1.1574874775363673,7.583024820091513e-08,False,6.486864796593135e-07,False
ext_AVF_on1_slur,1.1519866058982473,7.901806080751086e-14,True,2.9844474088243414e-12,True
ext_V6_vel10,-1.133034038426489,0.3005222256599921,False,0.43453054145778686,False
ext_V6_amp34,1.1272119770141968,0.15531457417960062,False,0.2639838532941146,False
med_V6_on0_slope,1.1271929488557186,1.456379133221024e-14,True,6.239561509601479e-13,True
ext_V6_amp33,1.1177616968949138,0.12914795199970178,False,0.22904652178120222,False
ext_V6_amp39,1.1157290931528503,0.06315127792901341,False,0.12783140366419582,False
ext_I_on0_slur,1.1112303828526515,2.1214413785862456e-17,True,1.5710788723701567e-15,True
med_V4_on1_signed,1.1023610675530953,9.748464252481086e-15,True,4.2113365570718295e-13,True
ext_III_on0_slur,1.101037273772611,2.042914070971043e-13,True,7.1076956670563e-12,True
ext_V6_amp0,-1.0985481809553312,0.7156375256092504,False,0.7972224859092254,False
med_II_on1_slur,1.0862067693230222,6.348856072725302e-14,True,2.474621795564509e-12,True
ext_V6_acc2,-1.0742619939726774,0.21725509424435985,False,0.3395542315744117,False
ext_V6_bodyQRS_slope,1.0729655186201357,0.4556009208589916,False,0.5859179294797848,False
ext_V6_onQRS_slope,-1.0708474464122604,1.340875858050292e-10,True,2.584052211201752e-09,True
